,abstract,doi,journal,keywords,scopus_id,title,year
483,"© 2017 American Chemical Society. The optimal design and planning of glycerol-based biorefinery supply chains is critical for the development and implementation of this concept in a sustainable manner. To achieve this, a decision-making framework is proposed in this work, to holistically optimize the design and planning of the glycerol-based biorefinery supply chains under uncertainties. This framework presents a multilayered strategy composed of different steps, and it is strongly based on optimization techniques, detailed economic and environmental assessment, and multiobjective optimization under a stochastic environment. To maximize the business value, the economic objective is measured by the Net Present Value (NPV), whereas the environmental performance is measured by the estimation of a Single Indicator (SI) through the application of LCA methods. As part of the framework, a stochastic multiperiod, multiproduct, and multiechelon mixed integer linear programming problem is proposed based upon a previous model, GlyThink. In the new formulation, market uncertainties are taken into account at the strategic planning level. The robustness of the supply chain structures is analyzed based on statistical data provided by the implementation of the Monte Carlo method, where a deterministic optimization problem is solved for each scenario. Furthermore, the solution of the stochastic multiobjective optimization model points to the Pareto set of trade-off solutions obtained when maximizing the NPV and minimizing environmental consequences. Therefore, the proposed framework ultimately leads to the identification of the optimal design and planning decisions for the development of environmentally conscious biorefinery supply chains. The effectiveness of the presented approach is demonstrated through its application to the realistic case study of the glycerol-based biorefinery in Europe, where the results showed that the optimal solution under market uncertainties is obtained by establishing a multiplant supply chain for the glycerol-based integrated biorefinery, built upon two plant site locations (Germany, France) based on the production of succinic acid and lactic acid.",10.1021/acs.iecr.7b02882,Industrial and Engineering Chemistry Research,,85032858416,Optimal Design and Planning of Glycerol-Based Biorefinery Supply Chains under Uncertainty,2017.0
484,"© 2017 Elsevier B.V. In this article, we develop an economic network analysis to find environmentally critical transmission sectors, transactions and paths in global supply chain networks. The edge betweenness centrality in the global supply chain networks is newly formulated and a relationship between edge betweenness centrality and vertex betweenness centrality is further provided. The empirical analysis based on the world input-output database covering 35 industrial sectors and 41 countries and regions in 2008 shows that specifically, China's Electrical and Optical Equipment sector, which has a higher edge and vertex betweenness centrality, is the most critical sector in global supply chain networks in terms of spreading CO2 emissions along its supply chain paths. We suggest greener supply chain engagement centered around the China's Electrical and Optical Equipment sector and other key sectors identified in this study.",10.1016/j.eneco.2017.09.012,Energy Economics,CO 2 | Edge betweenness centrality | Global supply chain networks | Network analysis | Vertex betweenness centrality | World input-output database,85033438514,"Finding environmentally critical transmission sectors, transactions, and paths in global supply chain networks",2017.0
485,"Copyright © 2017, IGI Global. Making the right decisions for food supply chain is extremely important towards achieving sustainability in agricultural businesses. This paper explores that knowledge sharing to support food supply chain decisions to achieve lean performance (i.e. to reduce/eliminate non-value-adding activities, or ""waste"" in lean term). The focus of the paper is on defining new knowledge networks and mobilisation approaches to address the network and community nature of current supply chains. Based on critical analysis of the state-of-the-art in the topic area, a knowledge network and mobilisation framework for lean supply chain management has been developed. The framework has then been evaluated using a case study from the food supply chain. Analytic Hierarchy Process (AHP) has been used to incorporate expert's view on the defined knowledge networks and mobilisation approaches with respect to their contribution to achieving various lean performance objectives. The results from the work have a number of implications for current knowledge management and supply chain management in theory and in practice.",10.4018/IJDSST.2017100103,International Journal of Decision Support System Technology,AHP | Food Supply Chain | Knowledge Mobilisation | Knowledge Network | Lean Performance,85028723796,A knowledge network and mobilisation framework for lean supply chain decisions in agri-food industry,2017.0
486,"© 2015, Springer Science+Business Media New York. Supply chain network designing and programming is a momentous issue that many practitioners have focused on and contributed numerous novelties for this prompt. This paper puts forward a fuzzy multi-agent system according to which compatible with the decision makers’ interests and environmental survey, identifies the parameters of the mathematical model. An embedded optimization party including evolutionary-based optimizer intelligent agents, obtains non-dominated potential solutions. The output of these optimizer agents during the calibration process is an underpinning for evaluating the performance of the party. The system makes the policy of optimization complying with the results evaluation as well as the decision makers’ elaborated desires. Afterwards, in step with this policy, it sets a pool from obtained Pareto Fronts and aggregates them to extract a set of the best individuals. It interactively represents this set to the decision makers and catches their desired circumstance amongst these optional solutions. Proposing the network graph and program—which its generic morphography is determined—for decision makers is contrived as the system last stage. The main competencies of this system could be contemplated regarding the facts that it interactively fulfills the decision makers’ utilities relying on its robustness in optimization, self-tuning, training loop, ambient intelligence and consciousness toward the changes in environment.",10.1007/s10845-015-1170-1,Journal of Intelligent Manufacturing,Agent-based optimization | Fuzzy inference | Performance evaluation and approximation | Supply chain network,84948171212,Evolutionary fuzzy intelligent system for multi-objective supply chain network designs: an agent-based optimization state of the art,2017.0
487,"© 2017 Elsevier Ltd Background There is an urgent need to drive improvements in the efficiency and effectiveness of food chains. The global population is expected to reach at least 9 billion by the year 2050, requiring up to 70% more food, and demanding food production systems and the food chain to become fully sustainable. This challenge is complicated by a number of overarching issues, including increasing complexity of food supply chains, environmental constraints, a growing aging population and changing patterns of consumer choice and food consumption. Within this context, food safety must be an enabler and not inhibitor of global food security. Scope and approach This paper will highlight how recent developments and trends related to food safety will impact the food sector and ultimately the ability of the sector to deliver food security. Key findings and conclusions Global megatrends including climate change, a growing and aging population, urbanisation, and increased affluence will create food safety challenges and place new demands on producers, manufacturers, marketers, retailers and regulators. Advances in science and technology such as whole genome sequencing, active packaging, developments in tracing and tracking technologies, information computing technology and big data analysis has the potential to help mitigate the challenges and meet demands, but will also create new challenges. Overcoming a number of these challenges will be difficult for developed economies and large food companies, but even greater for small and medium-sized enterprises (SMEs), developing economies and smallholder farmers, noting that each is a critical component in the global food supply.",10.1016/j.tifs.2017.08.014,Trends in Food Science and Technology,Food industry | Food safety | Food safety communication | Food security | Global megatrends | Regulation,85028468776,Food safety for food security: Relationship between global megatrends and developments in food safety,2017.0
488,"© 2017 Hydrogen Energy Publications LLC Hydrogen has an instrumental role to play in shaping the future of the UK's transport system. Huge reductions in ‘Greenhouse Gas’ (GHG) emissions may be achievable whilst providing a secure source of clean and sustainable fuel. Hydrogen transition has already begun but to strengthen and power the ‘hydrogen economy’ momentum in the UK, the development of the hydrogen infrastructure needs to make progress more quickly. There are many challenges associated with this due to the complexity at each node of Hydrogen Supply Chains (HSC), such as the number of processes to produce hydrogen. This raises the challenge to model HSCs, allowing analysis of various pathways and optimal configurations. This report aims firstly, to review the factors discussed in the literature on HSC and identify gaps or issues that require further debate with regards to introducing hydrogen in the transport system. Secondly, various HSC modelling techniques have been categorised according to mathematical methods used and the factors being considered. Studies in the literature have analysed hydrogen transport systems in terms of capital and operating costs of the infrastructure, and the cost of hydrogen, environmental implications and risk. A significant market share can be obtained by hydrogen in the near future with the minimisation of cost across the supply chain from production to end-use. Effective policies are required to speed up the process and increase the energy efficiency alongside mitigating GHGs and improving fuel security. Further developments in the mathematical optimisation models and technical breakthrough will enable the transition to a hydrogen economy take place with minimum disruption and issues.",10.1016/j.ijhydene.2017.04.303,International Journal of Hydrogen Energy,GIS-based approaches | Hydrogen infrastructure | Hydrogen supply chains | Optimisation | System dynamics,85029658337,Review of modelling approaches used in the HSC context for the UK,2017.0
489,"© 2017 Elsevier Ltd The diversity of materials employed in modern products and the complexity of globalized supply chains raise the importance of assessing supply risk of commodity inputs to product systems. Therefore, this article extends the Geopolitical Supply Risk methodology by proposing a characterization model to quantify product supply risk in relation to a functional unit under the Life Cycle Sustainability Assessment framework. The characterization model is based on a socio-economic cause-effect mechanism drawing upon supply chain resilience concepts. Supply risk – or “criticality” – of a given “intermediate product” is defined as the multiple of probability of supply disruption and vulnerability to supply disruption. Two embodiments of the characterization model are proposed, each supplementing the previously developed probability indicators with different indicators for vulnerability. They are demonstrated with a comparative case study of an electric vehicle and internal combustion engine vehicle. The results are highly sensitive to how vulnerability is measured, and a number of methodological complications arise. The most promising embodiment of the characterization model “cancels out” the amounts of commodity inputs, as it can be strongly argued that every input to the product system is equally important for product performance as expressed by the functional unit. Thus, the Geopolitical Supply Risk characterization model shows the importance of integrating raw material criticality considerations into Life Cycle Sustainability Assessment to better inform management decisions at a product level.",10.1016/j.jclepro.2017.06.063,Journal of Cleaner Production,Criticality assessment | Electric vehicle | Life cycle assessment | Life cycle sustainability assessment | Product supply risk | Vulnerability,85024118808,Extension of geopolitical supply risk methodology: Characterization model applied to conventional and electric vehicles,2017.0
490,"© 2017 Elsevier Ltd In recent years, due to environmental concerns, remanufacturing of products is practiced in different companies and closed loop supply chain network in these companies is significant to optimize. Therefore, current study is aimed to determine an optimal closed loop supply chain network, which is composed of multiple producers, remanufacturers, intermediate centers and customer centers. Furthermore, uncertainty in the demand and uncertainty in the quantity of returned products is considered simultaneously in the network to make it significantly useful in the uncertain environment. A novel genetic artificial bee colony (GABC) algorithm is introduced with a new food source representation for the current problem. The proposed GABC algorithm considered neighbor food sources for local search and used crossover and mutation operations of genetic algorithm to enhance the exploration ability of the proposed algorithm. Taguchi method is employed to compute the optimal parameters of GABC for two different size test problems taken from literature and a Case problem which are modified according to the current research problem. The performance of presented GABC algorithm is tested by comparing the results of considered test problems with the results obtained from the original artificial bee colony (ABC) algorithm and genetic algorithm (GA). Moreover, to test the robustness of the proposed GABC algorithm, different scenarios of small and large size problems based on the quantity of demand and variations in demand are made to perform the experiments. Results indicate that proposed GABC outperforms standard ABC and GA in different scenarios to give smaller value of the total cost of network and gives more robust results to give smaller variations in the total cost of network due to uncertain variations in the demand, as compared to original ABC and GA.d",10.1016/j.jclepro.2017.06.079,Journal of Cleaner Production,Close loop supply chain network | Demand uncertainty | Genetic artificial bee colony algorithm | Remanufacturing,85024121360,Close loop supply chain network problem with uncertainty in demand and returned products: Genetic artificial bee colony algorithm approach,2017.0
491,"© Carl Hanser Verlag GmbH  &  Co. KG. Supply Chain Strategies in Times of VUCA – Robustness and agility as strategies to face risks in the organizational environment of the automotive industry - Investigation from the procurement perspective. Nowadays the success of industrial enterprises is significantly affected by factors of the corporate environment. This ecosystem, characterized by volatility, uncertainty, complexity and ambiguity (VUCA), requires a strategic management of the supply chain in order to cope with internal and external risks. The present article examines the strategies of agility and robustness and applies them on current challenges in procurement of the automotive industry.",10.3139/104.111786,ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb,,85030240472,Supply chain strategies in times of VUCA - Robustness and agility as strategies to face risks in the organizational environment of the automotive industry - Investigation from the procurement perspective,2017.0
492,"© 2017 World Scientific Publishing Company. In this paper, a novel approach for marking integrated circuit packages with authentication nanosignatures is introduced. In this work, the signatures patterns are fabricated using electron beam lithography. Moreover, the robustness of these signatures against aging and humidity is investigated. A recipe comprising image processing techniques and measurement of similarity indices has been developed. These signatures are proposed to be fabricated at the manufacturer side of the supply chain. Then, they are decoded at the consumer end. Thus, robustness against ambient environment and aging is a requirement for these signatures to survive in the global supply chain. Calculated Mean Square Error and Structural SIMilarity Index confirmed that the reflected patterns of the signatures remain unchanged against aging and humidity.",10.1142/S0129156417400067,International Journal of High Speed Electronics and Systems,counterfeit avoidance | electron beam lithography | engineered nanostructures | image processing SSIM,85021447264,Fabrication of robust nano-signatures for identification of authentic electronic components and counterfeit avoidance,2017.0
493,"© 2017, © 2017 Lahore University of Management Sciences. The case discusses the various factors that bolstered positioning Dubai as the ideal location for a logistics hub, located at the crossroads of international trade and commerce between the Eastern and Western worlds. Dubai is also regarded as the gateway to the world’s most progressive markets which include Greater Africa, the Indian subcontinent, and the East European countries. The case illustrates some of the critical challenges faced by the city in particular and the country as a whole, in the past decade, thereby evaluating the issues and risks that can hinder its strategic logistics developmental roadmap. The case can be taken up for subjects such as logistics and supply chain management, operations management, global logistics systems, warehouse management and strategic management, and to enrich concepts related but not limited to facility location strategy, logistics network expansion strategy, country analysis, distribution hub location strategy, etc.",10.1177/0972820117712303,Asian Journal of Management Cases,Dubai logistics corridor | facility location strategy | Global logistics hub | logistics sustainability | multi-modal logistics platform,85031300174,Transforming Dubai Logistics Corridor into a Global Logistics Hub,2017.0
494,"© 2017 by the authors. This paper explores the challenges related to the End-Of-Life phase of products and circular systems of reuse and recycling within the commonly established frameworks of product lifecycles. Typically, Original Equipment Manufacturer-centric supply chain perspectives neglect the complexity at the End-Of-Life where many third-parties are involved in reuse and recycling activities. Based on a review of product lifecycle and related recycling literature, this study proposes the application of 'cascades', a term originally coined within the biomass domain. We propose and subsequently apply the 'cascade use methodology' and identify additional and value-adding End-Of-Life solutions for products and materials. The adoption of cascade utilization into product lifecycles is analyzed and critically discussed using case studies from independent remanufacturing and tire recycling, focusing on the End-Of-Life while excluding business models as renting or sharing. Although theoretically feasible, we argue that the practical adoption of 'cascade use' deserves more attention from researchers and practitioners in order to become an integral part of the comprehensive management of product lifecycles.",10.3390/su9091540,Sustainability (Switzerland),Cascade utilization | Closed-loop supply chains (CLSC) | Product life cycle | Product lifecycle management (PLM) | Recycling | Remanufacturing | reuse,85028599527,Cascade use and the management of product lifecycles,2017.0
495,"© 2017 by the authors. In the growing and turbulent market of the current world both in national and in international relations, the need for reviewing and assessment of the resiliency of suppliers as one of the new concepts in supply chain management has been prioritized. In addition, globalization, increasing the regulations of governmental and non-governmental organizations, customers' request and pressure regarding environmental issues has led organizations to evaluate the measures necessary to implement green supply chain management, to improve their environmental and economic performance. The subject of selecting and evaluating suppliers on green supply chain with resilience capability first requires the identification of the supplier evaluation criteria so that it considers the resiliency of the supply chain concurrent with the concepts of green supply chain. Secondly, right tools should be used for the decision. Considering all the criteria and indicators in conditions of uncertainty encourages the development and application of methods, such as fuzzy theory and grey systems theory. In this research, a comprehensive model for evaluating green resilience supply chain network is provided. In order to apply both quantitative and qualitative criteria, the possibility of making the target based criteria dimensionless along the cost or benefit criteria, the use of experts' opinions in the allocation of weights to the criteria and indicators using grey numbers, grey relational analysis are developed and improved. In the end, the implementation of the proposed model is explained step by step in a case study and the future conclusions and recommendations are suggested.",10.3390/su9081433,Sustainability (Switzerland),Green resilient supplier selection | Grey relational analysis | Supply chain network | Target-based criteria,85027721626,An improved hybrid grey relational analysis approach for green resilient supply chain network assessment,2017.0
496,"© Archives of Environmental Protection 2017. The main goal of this work is to show the new approach to determining safety technological levels (SLs) in terms of water quality and its chemical stability, as well as issues of water corrosion properties in water distribution systems (WDSs), due to the fact that water supply pipes are prone to corrosion. In the paper the methodology of determining the risk associated with threat to technical infrastructure was considered. The concept was studied on the basis of real operational data from the water treatment plant. The probability of exceeding the individual parameters for WTPI is slightly larger than for WTPII, which means that this water treatment process may cause lack of chemical stability in the water supply network. Operators should anticipate in the process of designing water distribution system, using proper materials, as to ensure an adequate level of safety from the water source to the water recipient. It should be noted that it is necessary to adjust the material of internal installation of water supply networks to the parameters of the water. At present, there are no correlations between the designing step and water parameters. It was concluded that to protect the water supply infrastructure, which belongs to critical infrastructure, water company should put more emphasis on distribution of stable water that has not potentially corrosion properties. Some suggestions were made for the protection of WDS and to ensure safety of system functioning and long-term usability of water pipes.",10.1515/aep-2017-0043,Archives of Environmental Protection,chemical stability of water | corrosion indices | risk criteria | technological safety,85039151686,Analysis of chemical stability of tap water in terms of required level of technological safety,2017.0
497,"© 2017 Commonwealth Scientific and Industrial Research Organisation There is renewed interest in expanded agricultural development in northern Australia supported by increasing global demand for food, the region's proximity to Asian markets, and the current government policy initiatives to support economically sustainable and vibrant rural and regional communities. The production potential, financial returns, and the supply chain implications for irrigated agriculture were assessed in four different regions across northern Australia to provide a systems analysis of development opportunities and challenges. Gross margins for high volume, low value broadacre crops were mostly either negative or weakly positive, principally due to high transport costs to established markets in southern and eastern Australia. The returns were largely positive for higher value horticultural and specialist niche crops or industrial crops with local processing facilities. Scenarios incorporating alternative transport routes to Asia provided modest cost savings, but required assumptions for suitable shipping routes and cost-effective availability of containers, but did not significantly boost gross margins. When scaled to whole irrigation areas, the regional gross value of production could be significant but improving returns at farm scale requires more cost-effective supply chains. The ability to generate sufficient returns on capital investment was strongly influenced by the sequence of years associated with climatic variability and/or other unexpected shocks experienced in the years immediately following investment. The analysis highlighted that each component of the system – climate, soils, water, agronomic practice, pests and diseases, farm operations, management, planning, supply chains, infrastructure, labour, services, markets – needs to be understood but ultimate success will depend on managing the complexity of the whole farming system and value-chain. Further, scaling up development at a considered pace and being prepared for considerable lags before positive returns on investment are achieved will be critical for successful long-term irrigated agricultural ventures in northern Australia.",10.1016/j.agsy.2017.04.010,Agricultural Systems,,85019155776,Irrigated agricultural development in northern Australia: Value-chain challenges and opportunities,2017.0
498,"© 2017 by the authors. Although climate change can induce large-scale impacts on industrial supply chain networks, first empirical studies suggest that adaptation to climate change is only slowly emerging as a management topic in firms. The present study examines why managers often do not engage their firms in adaptations to climate change. Thereby the study focuses, in particular, on the lack of strategic adaptation, which we define as anticipatory and target-oriented action with the purpose of increasing resilience to climate change. In order to investigate causes of lacking strategic adaptation in firms, the study employs a behavioral perspective based on the reasoned action approach. Thus, the study examines how barriers and motivational factors jointly shape the non-adaptive behavior of firm managers. Such causes of non-adaptive behavior are examined by comparing different classes of non-adaptors based on a case study in the manufacturing industry of the Austrian state of Tyrol. The obtained results underline recent criticism on barrier-centered analyses of non-adaptation by demonstrating the importance of motivational factors. Moreover, results point to the changeable nature of the identified causes of non-adaptive behavior by clarifying interactions between them and by suggesting influences from background factors.",10.3390/su9071132,Sustainability (Switzerland),Actor-centered approach | Barriers | Behavioral perspective | Climate change adaptation | Manufacturing industry | Motivational factors,85021656800,Non-adaptive behavior in the face of climate change: First insights from a behavioral perspective based on a case study among firm managers in alpine Austria,2017.0
499,"© 2017 Elsevier Ltd The emergence of concerns over environmental protection, resource conservation as well as the development of logistics operations and manufacturing technology has led several countries to implement formal collection and recycling systems of solid waste. Such recycling system has the benefits of reducing environmental pollution, boosting the economy by creating new jobs, and generating income from trading the recyclable materials. This leads to the formation of a global reverse supply chain (GRSC) of solid waste. In this paper, we investigate the design of such a GRSC with a special emphasis on three aspects; (1) uncertainty of waste collection levels, (2) associated carbon emissions, and (3) challenges posed by the supply chain's global aspect, particularly the maritime transportation costs and currency exchange rates. To the best of our knowledge, this paper is the first attempt to integrate the three above-mentioned important aspects in the design of a GRSC. We have used mixed integer-linear programming method along with robust optimization to develop the model which is validated using a sample case study of e-waste management. Our results show that using a robust model by taking the complex interactions characterizing global reverse supply chain networks into account, we can create a better GRSC. The effect of uncertainties and carbon constraints on decisions to reduce costs and emissions are also shown.",10.1016/j.wasman.2017.02.024,Waste Management,Carbon emission | Global supply chain | Reverse supply chain | Solid waste recycling,85015370220,Global reverse supply chain design for solid waste recycling under uncertainties and carbon emission constraint,2017.0
500,"© 2017 Informa UK Limited, trading as Taylor  &  Francis Group. In recent years, the growing attention to environmental challenges has shown that these issues are becoming of more and more interest to both research and industry. Companies are expected to ensure their products are fully traceable and more sustainable, which requires the involvement of all of the actors in the production network. According to this aim, this study proposes a structured approach that uses the traditional traceability concept as a means to identify the main information needed to assess environmental impacts along the whole supply chain (SC). The proposed approach is composed of four main steps: (i) SC modelling to identify all stakeholders and their inter-relations, (ii) data sharing to collect all relevant data, (iii) data elaboration to calculate performance at different levels of detail and (iv) result interpretation to optimise the SC. The distributed implementation of the approach at different SC steps represents a useful means to practically realise a sustainable SC management. A case study involving a leather shoe SC is used to demonstrate the effectiveness of the approach in identifying criticalities, supporting the selection of the most appropriate suppliers and correctly setting a management strategy towards the optimisation of internal and external traceability and environmental sustainability performances.",10.1080/00207543.2017.1332437,International Journal of Production Research,Collaborative network | Environmental sustainability | Sustainable supply chain | Sustainable supply chain management | Traceability,85042346140,Traceability as a means to investigate supply chain sustainability: The real case of a leather shoe supply chain,2017.0
501,"© 2015 Informa UK Limited, trading as Taylor  &  Francis Group. There is an ongoing paradigm shift in manufacturing, in which the modern manufacturing industry is changing towards global manufacturing networks and supply chains. This will lead to the flexible usage of different globally distributed, scalable and sustainable, service-oriented manufacturing systems and resources. Combining recently emerged technologies, such as Internet of Things, Cloud Computing, Semantic Web, service-oriented technologies, virtualisation and advanced high-performance computing technologies, with advanced manufacturing models and information technologies, Cloud Manufacturing is a new manufacturing paradigm built on resource sharing, supporting and driving this change. It is envisioned that companies in all sectors of manufacturing will be able to package their resources and know-hows in the Cloud, making them conveniently available for others through pay-as-you-go, which is also timely and economically attractive. Resources, e.g. manufacturing software tools, applications, knowledge and fabrication capabilities and equipment, will then be made accessible to presumptive consumers on a worldwide basis. Cloud Manufacturing has been in focus for a great deal of research interest and suggested applications during recent years, by both industrial and academic communities. After surveying a vast array of available publications, this paper presents an up-to-date literature review together with identified outstanding research issues, and future trends and directions within Cloud Manufacturing.",10.1080/0951192X.2015.1031704,International Journal of Computer Integrated Manufacturing,cloud manufacturing | resource sharing | service-orientation,84927720769,Cloud manufacturing–a critical review of recent development and future trends,2017.0
502,"© 2016 IEEE. Under the trend of globalization, rapid advancement of Information Technology, shorter electronic product life cycles, and the rise of consumer consciousness, there is fiercer market competition in most industries, especially in the semiconductor industry. Effective supply chain management is a critical successful factor for enterprises to survive in such a competitive market since it can help enterprises in reducing cost and improving operational efficiency. For an integrated device manufacturer (IDM) in the semiconductor industry, due to its complex network, strategic alliance among partners as well as supply chain integration are efficient approaches to enhance competitiveness and make more profit. In this paper, we develop an integrated model of supply chain planning for IDMs. The integrated model is developed to help decision makers determine the production quantities and delivery quantities at various locations, the decoupling point of a push-pull supply chain, the inventory buffer at the boundary and the vendor managed inventory scenario. The semiconductor manufacturing characteristics including binning, substitution, and yield are taken into consideration in the formulated model. In addition, the model is developed for a semiconductor supply chain characterized by multiple stages, plants, products, and product grades.",10.1109/TSMC.2016.2521740,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Decoupling point (DP) | integrated device manufacturer (IDM) | semiconductor manufacturing | supply chain management | vendor managed inventory (VMI),85018460567,Semiconductor Supply Chain Planning with Decisions of Decoupling Point and VMI Scenario,2017.0
503,"© 2017 Elsevier Ltd Recent works on organizational adaptation to climate change have repeatedly stressed that – despite concerns about large-scale impacts of climate change on supply chain networks – studies on climate change adaptation in manufacturing industries are still surprisingly scarce. The following study develops a systemic analytical framework based on which climate risks for manufacturing industries are reviewed and drivers (defined as supportive factors) of entrepreneurial robustness are examined. The analysis builds upon a case study in the alpine Austrian state of Tyrol where an intense regional rise of average temperatures occurs, going along with increased risks of natural mountain hazards and exposed settlement structures. In this climate-sensitive setting the authors conducted a survey on risk perceptions among 102 managers from manufacturing firms. Based on a comparison of the sectors metal and engineering, timber products, and construction, the authors argue that drivers of entrepreneurial robustness can be subsumed under five major strategic principles: (a) the deployment of slack resources, (b) vertical supply chain integration, (c) manufacturing flexibility, (d) material efficiency, and (e) technological risk prevention. Departing from the empirical results, the authors argue that across these principles the development of drivers depends on an interplay of structural prerequisites and human decisions on the levels of the focal firm, the supply chain network, and the political, economic, and geographic environment. In this sense, the authors conceptualize different forms of contingencies – thus effects influencing the development of drivers – within an ontology which may support further system-oriented analysis of climate change adaptation in industry.",10.1016/j.gloenvcha.2017.03.006,Global Environmental Change,Climate change adaptation | Manufacturing industries | Risk perceptions | Sectoral comparison | Supply chain risks | Vulnerability,85016500617,A multi-level perspective on climate risks and drivers of entrepreneurial robustness – Findings from sectoral comparison in alpine Austria,2017.0
504,"© 2017 Elsevier Ltd The main objective of this research is to introduce the concept of Green Opportunistic Supply Chain (GrOSC) and to design it in a lean and agile manufacturing setting under uncertain and risky environment. The model considers the uncertainties of the market-related information, i.e. the demand and transportation and shortage costs, under Vendor Managed Inventory (VMI) strategy. Addressing the retailer's risk aversion level through Conditional Value at Risk (CVaR) to deal with these uncertainties leads to a bi-level programming problem. The Karush-Kuhn-Tucker (KKT) conditions are adopted to transform the model into a single-level mixed integer linear programming problem. Since, the realization of the uncertain parameters is the only information available, a data-driven approach is employed to avoid distributional assumptions. The effectiveness of the model is finally demonstrated through a numerical example.",10.1016/j.cie.2017.03.029,Computers and Industrial Engineering,Bi-level programming | Conditional value at risk | Green supply chain | KKT-conditions | Robust optimization,85016559184,Robust bi-level optimization for green opportunistic supply chain network design problem against uncertainty and environmental risk,2017.0
505,"© 2017 Elsevier Ltd Food supply chains (FSCs) over recent years have been epitomised by a range of concerns such as food and nutrition security, the distribution of value and a growing awareness of the threats posed by climate change. Taken together, these pressures have created a sense of urgency to re-examine the performance, equitability and sustainability of FSCs. This paper argues for the need to acknowledge and access the multiple, contested meanings that are attributed to FSCs. Taking its lead from post-normal science, the approach developed aims to understand the different contexts and account for the ‘multiple realities’ that exist. Key to this has been the development of a range of attributes of FSC performance that are common across narratives of sustainability and yet framed in various ways by different categories of actors, examined across a range of national contexts and within four spheres of influence. In so doing, this approach has the potential to more widely legitimise knowledge claims regarding FSC performance. This is critical if producers, policy-makers and consumers are to have the cognitive tools to enable them to make informed decisions about the broader impacts of the different FSCs they engage with.",10.1016/j.jrurstud.2017.03.008,Journal of Rural Studies,Attributes | Food supply chains | Multi-dimensional perspectives | Performance | Spheres | Sustainability assessment,85016041505,Acknowledging complexity in food supply chains when assessing their performance and sustainability,2017.0
506,"© 2016, © 2016 Informa UK Limited, trading as Taylor  &  Francis Group. Rice supply chain in Bangladesh is a focus for considerations of food security and climate change impacts. Although Bangladesh is self-sufficient in rice, supply chain management lacks efficiency and results in artificial crisis and price volatility. This paper presents a system dynamics model of supply chain of rice starting from the farmers to the consumers to address supply chain management scenarios and design the policy options for efficient and sustainable supply chain management of rice in Bangladesh to ensure the availability of rice to the consumers in an economic manner under uncertainty. Towards these ends, the impacts of productivity changes of the seasonal production of rice, lead time and demand average variability on the supply chain performances are assessed and different management policies are analysed. Initially drying the rice and round the year operation of the milling industries stabilises not only the milling inventory but also the whole system. Also less total supply chain cost from economic operation results in less fuel consumption and hence less contribution to global warming. The model has the potential to identify and study the critical components of the overall supply chain, allowing for the creation of an efficient and sustainable supply chain network.",10.1080/23302674.2016.1179813,International Journal of Systems Science: Operations and Logistics,Bangladesh | economic order quantity | lead time | Modelling | reordering point | rice | supply chain | system dynamics,85056884744,Modelling of supply chain of rice in Bangladesh,2017.0
507,"© 2017, The Author(s). This paper outlines the development of an integrated interdisciplinary approach to agri-food research, designed to address the ‘grand challenge’ of global food security. Rather than meeting this challenge by working in separate domains or via single-disciplinary perspectives, we chart the development of a system-wide approach to the food supply chain. In this approach, social and environmental questions are simultaneously addressed. Firstly, we provide a holistic model of the agri-food system, which depicts the processes involved, the principal inputs and outputs, the actors and the external influences, emphasising the system’s interactions, feedbacks and complexities. Secondly, we show how this model necessitates a research programme that includes the study of land-use, crop production and protection, food processing, storage and distribution, retailing and consumption, nutrition and public health. Acknowledging the methodological and epistemological challenges involved in developing this approach, we propose two specific ways forward. Firstly, we propose a method for analysing and modelling agri-food systems in their totality, which enables the complexity to be reduced to essential components of the whole system to allow tractable quantitative analysis using LCA and related methods. This initial analysis allows for more detailed quantification of total system resource efficiency, environmental impact and waste. Secondly, we propose a method to analyse the ethical, legal and political tensions that characterise such systems via the use of deliberative fora. We conclude by proposing an agenda for agri-food research which combines these two approaches into a rational programme for identifying, testing and implementing the new agri-technologies and agri-food policies, advocating the critical application of nexus thinking to meet the global food security challenge.",10.1007/s12571-017-0648-4,Food Security,Agri-food research | Consumer practice | Crop production | Food justice | Food production | Food sales | Food security | Land use | Life cycle assessment | Nutrition | Public health | Resource management,85013131129,An agenda for integrated system-wide interdisciplinary agri-food research,2017.0
508,"© 2017 by the authors. The establishment of an efficient reverse supply chain is important, especially in the electronics industry, considering the environmental and resource pressures worldwide. Extended Producer Responsibility (EPR), an important environmental policy approach, has been adopted extensively in various countries, and the effectiveness of its implementation has been proven through practical application. However, the establishment and development of EPR are lacking in most developing countries where collection and recycling systems are underdeveloped. This study addresses this problem by exploring the hierarchical relationship among the driving factors of EPR in the electronics industry in China and by identifying and ranking the factors that are critical in EPR implementation. As important managerial conclusions, research results show that EPR-related laws and regulations, the consciousness of senior executives, and corporate image are the three most important driving factors of EPR implementation.",10.3390/su9040540,Sustainability (Switzerland),Analytic Network Process | Driving factors | Extended Producer Responsibility | Interpretative Structure Modelling,85017334824,Analysis of driving factors for Extended Producer Responsibility by using interpretative structure modelling (ISM) and analytic network process (ANP),2017.0
